"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g2698.t1.exon2",60.9258792121353,-5.90516052203031,0.964795408876751,-6.12063497369386,9.32031950141168e-10,7.11929020377062e-08
"g517.t1.exon3",55.6147338114892,-7.42171368890305,1.2142937382316,-6.11195912095489,9.84153969910294e-10,7.37558409147866e-08
"g1174.t1.exon3",20.2527282942346,5.30024584940559,0.875049427278035,6.05708167353787,1.38613220285987e-09,1.01957724254804e-07
"g1726.t1.exon10",69.196807396382,-6.75631962573665,1.12533511765965,-6.00382901031981,1.92717657866128e-09,1.39177188553502e-07
"g2647.t1.exon5",16.4623392827432,6.95785353440634,1.16504600451011,5.972170633152,2.34117471012788e-09,1.6605617765407e-07
"g250.t1.exon7",11.0542327609992,7.37406355859417,1.23562197264295,5.96789610565223,2.40332311868445e-09,1.67473674165169e-07
"g1784.t1.exon6",44.3484996338689,-5.18452486885987,0.874156813033645,-5.93088653152249,3.01303386897664e-09,2.0634087116509e-07
"g2379.t1.exon3",43.2542296759054,5.90031386100732,0.996338846924973,5.9219951919145,3.18058925558106e-09,2.14123737680813e-07
"g968.t1.exon3",17.1523650472488,6.13881245662784,1.03808538834264,5.91359104517289,3.34728364745056e-09,2.21590177461227e-07
"g2797.t1.exon1",2755.43720261555,7.40289232433787,1.25857458779456,5.88196551569517,4.05422823528076e-09,2.63990074598938e-07
"g395.t1.exon1",2227.75302302383,-2.5737727907238,0.437984683619491,-5.87639907737008,4.19286828309117e-09,2.68614077749002e-07
"g2704.t1.exon2",60.5357196234679,4.65587685855934,0.795931269002699,5.84959661704603,4.92766584468223e-09,3.10677598969489e-07
"g2704.t1.exon6",372.605844729414,3.31835938266884,0.568289266271421,5.8392082687762,5.2449470406433e-09,3.25514525709925e-07
"g2857.t1.exon1",58.2632935268767,-3.87461951115846,0.665374073122347,-5.82321985131813,5.77245387549087e-09,3.50793877900208e-07
"g641.t1.exon3",49.912893870601,3.23480184032496,0.555655693320704,5.82159398204519,5.82890129441433e-09,3.50793877900208e-07
"g785.t1.exon1",35.0885813664628,4.15866643243872,0.714745506572064,5.81838765574586,5.94179738304165e-09,3.52251032917036e-07
"g1660.t1.exon1",393.319758659846,3.38022718059514,0.582944246286972,5.7985428317121,6.68936188731756e-09,3.88725272418741e-07
"g1700.t1.exon2",19.6106931135551,8.1987693524914,1.41432223175966,5.79695996314131,6.75278041210804e-09,3.88725272418741e-07
"g57.t1.exon13",12.859247620715,7.0987877834509,1.22959982623082,5.77325047711768,7.77567204896788e-09,4.41213848264292e-07
"g2064.t1.exon1",13.460619170783,7.65586721883891,1.327323298789,5.76789936997554,8.02657068781481e-09,4.49035757352118e-07
"g2704.t1.exon1",913.683082847087,4.20220978842306,0.729813590950147,5.7579220783655,8.51556445758271e-09,4.67108682667238e-07
"g465.t1.exon4",17.3878784590092,7.03607495617368,1.22227200869186,5.75655411081865,8.58482724942305e-09,4.67108682667238e-07
"g956.t1.exon1",41.2667260583949,6.50245159993876,1.13633152271413,5.72231912075063,1.05079693388728e-08,5.64022354243278e-07
"g220.t1.exon2",1358.4373178233,6.12807450478114,1.07376541226794,5.7070887502679,1.14924865674298e-08,6.08642088611084e-07
"g1784.t1.exon3",58.1921203970472,-5.04782169733464,0.890921934647406,-5.66584063207781,1.46305461445923e-08,7.64638543241063e-07
"g2106.t1.exon2",17.2921870285428,4.30684406633138,0.761821184524335,5.65335298337823,1.57347701826339e-08,8.11668924226259e-07
"g1108.t1.exon1",88.9432884787685,2.70497048556508,0.47923195911071,5.64438667776787,1.65771125735852e-08,8.42327569154136e-07
"g498.t1.exon3",104.540971925389,-4.37482956394268,0.775325992346232,-5.64256790966585,1.67532421860969e-08,8.42327569154136e-07
"g1995.t1.exon3",122.414727743449,5.86213602541028,1.03968375778755,5.63838376958483,1.71653620834971e-08,8.52260227445632e-07
"g266.t1.exon1",96.8254972212567,5.06650735595838,0.902625445079371,5.61307836332142,1.98758532349644e-08,9.7465295122566e-07
"g276.t1.exon1",355.318308403528,-2.95490107758185,0.528749438462335,-5.588471329965,2.29077187694807e-08,1.10962754819973e-06
"g820.t1.exon8",30.7620447091814,4.82837079554463,0.865262546790115,5.58023782891858,2.40189934915127e-08,1.14943906202757e-06
"g1174.t1.exon14",19.3497828488829,6.66525162187467,1.19592457575793,5.57330433455681,2.49952358269884e-08,1.18191757981902e-06
"g1653.t1.exon6",505.507589947423,-4.37774141321925,0.786764466306158,-5.56423377096915,2.63306775333058e-08,1.23041707249754e-06
"g1057.t1.exon1",1287.72117395216,-4.99365238283785,0.898164064840093,-5.55984432947327,2.70015380999286e-08,1.2470942945688e-06
"g1653.t1.exon4",47.7915151051528,-5.96830047025482,1.07470700523159,-5.5534210172648,2.80132270247585e-08,1.26441520161751e-06
"g2616.t1.exon1",218.701276056236,3.04441758633512,0.548080177706547,5.55469383890975,2.78098755782893e-08,1.26441520161751e-06
"g1174.t1.exon10",8.72884186549607,7.03205640069147,1.26929444312374,5.54013013984805,3.0224694957405e-08,1.34890436371699e-06
"g1751.t1.exon1",1115.68351165141,-2.86551793507397,0.517645674712374,-5.53567444887118,3.10032971612426e-08,1.36827884804951e-06
"g1174.t1.exon6",8.90270148704897,6.56661707448385,1.19740147389776,5.48405628156472,4.15682427405423e-08,1.81438527654323e-06
"g722.t1.exon1",26.3798766544927,5.61456527339757,1.02472358002455,5.47910225044596,4.27489278806218e-08,1.84563849501989e-06
"g1380.t1.exon14",8.28567406728698,6.95882359037968,1.27159588550186,5.47251188032373,4.43701003930543e-08,1.89503267485174e-06
"g1543.t1.exon4",14.179612269007,7.73066061464762,1.41339939827196,5.46955136962647,4.51176146034672e-08,1.90645920430821e-06
"g2824.t1.exon12",105.590013064094,-2.51519400076177,0.464521861170455,-5.41458693553031,6.14303516031759e-08,2.56843533229279e-06
"g1421.t1.exon2",95.6997180718376,3.47546080376084,0.642734379627095,5.40730496753146,6.39801512704677e-08,2.6471787588156e-06
"g1884.t1.exon8",90.2974883725766,-2.69660790436882,0.500320450305473,-5.38976150729477,7.05512481905247e-08,2.88896451353365e-06
"g498.t1.exon4",67.5459587477358,-4.60551256856338,0.857706348276179,-5.36956800870082,7.89254698005911e-08,3.19889761273416e-06
"g1809.t1.exon1",29.8425897270217,7.82271069909042,1.45806224183713,5.36514181262519,8.08856434741762e-08,3.24523005938816e-06
"g2565.t1.exon4",111.870153244431,-9.21790716444506,1.71966502172615,-5.36029229413085,8.30874071926496e-08,3.30023181369204e-06
"g1433.t1.exon10",20.3071985399203,3.43304990424372,0.64203458148194,5.34714173233406,8.93540456101592e-08,3.51400266498567e-06
"g2855.t1.exon7",16.2899608370236,5.70964286118553,1.0685663381039,5.34327412120891,9.12825591805814e-08,3.55465024573793e-06
"g2886.t1.exon1",362.08859783193,-6.86828560360294,1.29394988598332,-5.3079996976726,1.10834826067173e-07,4.27413523435739e-06
"g1049.t1.exon1",105.395381030811,7.34236236411096,1.38493351360007,5.30159916848632,1.14792663180781e-07,4.38419671301982e-06
"g1604.t1.exon1",11.1171762015175,7.37900128570716,1.39467204442629,5.29085050151886,1.21748856653025e-07,4.60558532024585e-06
"g1749.t1.exon1",43.6491560557832,5.04020630241706,0.954631843535019,5.27973829550153,1.29368529878066e-07,4.84765849694036e-06
"g568.t1.exon3",27.0361644832994,4.68817838693452,0.888407849902043,5.27705646393315,1.31275446851865e-07,4.87314088687484e-06
"g1433.t1.exon9",88.5306723685971,3.81847443471181,0.725191164359621,5.26547291579828,1.39828934120462e-07,5.14259746598587e-06
"g1784.t1.exon1",173.255292550839,-3.54932429922167,0.676206141969565,-5.24887911973657,1.53027442935645e-07,5.52568184854892e-06
"g219.t1.exon3",240.355627582587,4.18713792702683,0.797683510015642,5.24912183147014,1.52825982959601e-07,5.52568184854892e-06
"g1784.t1.exon7",45.7888937000332,-3.98500145903986,0.759574745986886,-5.24635854482274,1.55134856805786e-07,5.5513121732665e-06
"g937.t1.exon5",34.8537361889815,4.01383892103374,0.765529066042944,5.24322210491819,1.57796398829194e-07,5.59613657276392e-06
"g2724.t1.exon1",79.3633968432436,3.18878333614487,0.6130805630967,5.20124683131066,1.9795598977291e-07,6.95824063166371e-06
"g1329.t1.exon6",7.55769512698114,6.82511780357711,1.31468037978038,5.19146547597922,2.08645279472958e-07,7.26964079005779e-06
"g851.t1.exon1",22.6520166388173,-5.36174122125465,1.03504745117686,-5.18018880695592,2.21661427276853e-07,7.6559929490753e-06
"g2798.t1.exon1",164.981178472161,6.92323142372634,1.34205551288126,5.15867738500836,2.48700416994083e-07,8.51584531293531e-06
"g1104.t1.exon3",31.6057258032073,5.26154288560519,1.02138109759338,5.15140029319382,2.58548671427736e-07,8.77739592231597e-06
"g613.t1.exon3",106.291822232147,-4.3936782856834,0.854821020324091,-5.13988095896099,2.74912579789929e-07,9.25383700784404e-06
"g2724.t1.exon7",10.1971343018092,6.25288997814263,1.21755734280091,5.13560204380868,2.81242225220568e-07,9.38734553425292e-06
"g820.t1.exon6",78.4170531831789,4.25868789167155,0.830818221091406,5.12589611488915,2.96125863048134e-07,9.80176606689324e-06
"g2527.t1.exon1",21.3544950803023,4.49852326565593,0.878075093622866,5.12316463401255,3.00449795105237e-07,9.86269905915704e-06
"g1823.t1.exon27",62.1062687739986,-5.58443291549011,1.09155595670793,-5.11602990315991,3.12033612915835e-07,1.01589959877188e-05
"g1633.t1.exon1",13.7136938033819,5.0038056696739,0.983247386810619,5.08906073567595,3.59841359743861e-07,1.15834705988368e-05
"g336.t1.exon12",28.8168630846478,-4.07080023664153,0.800245539877895,-5.0869389878295,3.6388883293071e-07,1.15834705988368e-05
"g558.t1.exon8",157.430319607104,-2.79233647966393,0.548959076415957,-5.08660226167409,3.64535202632075e-07,1.15834705988368e-05
"g1104.t1.exon2",19.3406951327703,5.07930892256127,0.998907646967148,5.08486338850534,3.6789076861023e-07,1.15973185152368e-05
"g2761.t1.exon1",8.60836375891786,7.01690690682776,1.38386005523448,5.07053215409041,3.96704882450067e-07,1.24071794731627e-05
"g398.t1.exon7",10.0518010433081,5.38258825654853,1.06352010541472,5.06110625379252,4.16830824880971e-07,1.29347815345876e-05
"g1105.t1.exon5",44.0338373426119,4.16085797805471,0.822430328327729,5.05922244686076,4.20969542187343e-07,1.29619459036289e-05
"g2699.t1.exon18",6.79744503445052,6.6709027790806,1.31965910355989,5.05501971007913,4.3034632216037e-07,1.31487353201614e-05
"g2704.t1.exon5",30.3296263716684,4.908104375761,0.97142505322083,5.05247868529623,4.36113038279845e-07,1.32232136492179e-05
"g2704.t1.exon4",30.9156535108925,4.5185712799209,0.896175713167674,5.04205951302708,4.60547996634443e-07,1.38583078987273e-05
"g2594.t1.exon1",123.68471760007,2.64961139819486,0.526484364003955,5.03264974109459,4.83746482858624e-07,1.44469250369508e-05
"g938.t1.exon1",78.1385095990158,3.0831581448748,0.614570044413621,5.01677257604791,5.25467068949536e-07,1.55757850587131e-05
"g220.t1.exon1",7.88032555479634,5.86985594561002,1.17547220117142,4.99361528053186,5.92593864136709e-07,1.74354283581556e-05
"g2485.t1.exon1",257.11476990095,-2.31056876436302,0.46483292549233,-4.97075107559512,6.66940320490032e-07,1.94785805366648e-05
"g797.t1.exon13",45.6042760756537,3.13009098290102,0.632779857469884,4.94657177524016,7.55318851320065e-07,2.18987334119949e-05
"g568.t1.exon4",19.019913756208,4.46402174847134,0.904404199660198,4.93587021173559,7.97941609353623e-07,2.29668411040043e-05
"g2074.t1.exon1",9.02214186230945,5.63992983765123,1.14645242686256,4.9194626008911,8.67821473409638e-07,2.47984668516769e-05
"g1174.t1.exon4",6.86944182691903,6.18923667983818,1.26400577646198,4.89652562914876,9.75459311476473e-07,2.76751741798896e-05
"g1755.t1.exon9",31.3603962967546,5.59718043037107,1.14603009292266,4.88397334846318,1.0396913403832e-06,2.90820704507189e-05
"g512.t1.exon1",32.0380047840289,3.41020152216798,0.698206591027415,4.88422991990071,1.03833858067085e-06,2.90820704507189e-05
"g2199.t1.exon1",7.03060792024636,6.72519645606578,1.3828748977143,4.8631994601837,1.15503348482022e-06,3.20824685433981e-05
"g2388.t1.exon3",58.4795278381621,7.01390585032762,1.45395066482696,4.82403290565735,1.40684192098812e-06,3.88053896539223e-05
"g119.t1.exon1",2135.07014557986,-3.4864258243806,0.724081421946675,-4.8149637854365,1.47226587677496e-06,4.0329931465863e-05
"g2724.t1.exon5",99.712140830929,3.19646135039216,0.665122176781713,4.80582584970883,1.54114007270397e-06,4.19274545806861e-05
"g670.t1.exon1",206.087859001511,-3.03503573811702,0.631952782402276,-4.80263054872514,1.56594656962845e-06,4.23125154732258e-05
"g1700.t1.exon8",9.02571623766294,6.58365513416175,1.37598918393221,4.78467070166018,1.71267888863403e-06,4.59645982814485e-05
"g2146.t1.exon2",12.8856470410741,6.05321635858214,1.26718953194179,4.77688317808815,1.78033131825586e-06,4.74595704437065e-05
"g872.t1.exon1",128.765999908997,-2.63324784038539,0.551466847879974,-4.77498847031057,1.79717550486176e-06,4.75892073687393e-05
"g2106.t1.exon3",34.2271311453212,3.88057418961213,0.813247649330073,4.77170046886557,1.82677035079828e-06,4.80525286978195e-05
"g568.t1.exon6",271.219879462279,2.36596187595753,0.496400858557536,4.76623244132302,1.87702704337661e-06,4.90496803703415e-05
"g2146.t1.exon3",9.35458107918304,6.12569519532233,1.28699439563478,4.75969065296587,1.9388990041479e-06,5.01535235127178e-05
"g568.t1.exon2",45.1670289410313,3.75286710369728,0.788565551064063,4.75910607384927,1.94452231141957e-06,5.01535235127178e-05
"g820.t1.exon10",10.6201685436618,5.93060874902438,1.25283253854452,4.73376015274498,2.20398153302425e-06,5.64788041882085e-05
"g267.t1.exon5",251.810601043039,3.00623174620921,0.63570936678817,4.72894046126418,2.25694550764693e-06,5.74653048485487e-05
"g670.t1.exon12",137.332852538954,-3.46421799771193,0.733173464978243,-4.72496368620587,2.3015648085094e-06,5.82281236904415e-05
"g522.t1.exon5",22.0192140222394,-7.84347757651816,1.66539525926277,-4.70967929858902,2.4810687073018e-06,6.23721829455869e-05
"g57.t1.exon1",6.33655360481033,6.06166943233319,1.29290734308023,4.68840204580462,2.7534665791336e-06,6.87847122787338e-05
"g1104.t1.exon1",14.2418324022826,4.97500644189689,1.06505615851698,4.67112123817421,2.99560056436056e-06,7.43657840102509e-05
"g2724.t1.exon4",20.4843014396226,4.30590261871607,0.92837316582406,4.638116198559,3.51599107838355e-06,8.67423389027296e-05
"g1631.t1.exon9",16.6446856619273,3.99613956406033,0.863982211561783,4.625256759438,3.74134640956211e-06,9.17322712270413e-05
"g2386.t1.exon1",71.3559896122433,6.53524836022685,1.41377979524158,4.62253625509633,3.79076532814459e-06,9.23737416158915e-05
"g1593.t1.exon2",317.373400178697,-2.49743520537915,0.5423110464993,-4.60517118635233,4.12126698000212e-06,9.98150758815148e-05
"g2889.t1.exon5",11.0541393531047,4.00512009495634,0.870980873118956,4.59840189212667,4.25744117105894e-06,0.000102488220190583
"g2527.t1.exon6",14.236405178322,4.97103176531532,1.08173330668226,4.5954319189466,4.31853781935266e-06,0.000103332724207643
"g2379.t1.exon2",6.81605757533876,5.65406001132735,1.23371365825662,4.5829597277193,4.58440358361981e-06,0.000109037431342143
"g1105.t1.exon3",68.5365267488357,4.11033758674587,0.902695219279457,4.5534057331408,5.27843298619003e-06,0.000124797237030636
"g1784.t1.exon4",38.8386080424744,-4.9324371736162,1.08531939918984,-4.54468719281912,5.50168953362169e-06,0.000129305981228079
"g1104.t1.exon4",5.62725164804045,5.88317939908721,1.29519799243027,4.54230120295985,5.56434608050861e-06,0.000130009309598707
"g2108.t1.exon1",20.6940033568489,-5.00450444761577,1.10385939250491,-4.53364303605677,5.79749746256415e-06,0.000134664677902367
"g2501.t1.exon1",5.11681379126771,6.26112733455416,1.38358247753564,4.52530111953004,6.03095731606119e-06,0.000139273037554622
"g2496.t1.exon7",17.1306586944128,-4.15063566245715,0.917946767260157,-4.52165181086237,6.1358930476328e-06,0.000140877266966459
"g903.t1.exon2",24.941800239375,4.65374994925808,1.03112443538534,4.51327675841463,6.38336357230282e-06,0.000145716782236706
"g1989.t1.exon1",38.0351816443895,4.34460339806001,0.96435686388327,4.50518222120094,6.63160111111421e-06,0.000150518397790547
"g2474.t1.exon3",71.1333150755824,-3.12406478962898,0.69382585974942,-4.50266409896751,6.71069027422024e-06,0.000151448078234107
"g510.t1.exon13",2297.60622053905,-2.00824596347218,0.446548272381772,-4.49726510587696,6.88331401976444e-06,0.000154466233257087
"g1700.t1.exon1",5.5548570063001,6.37894686471024,1.42310884045976,4.48240266896902,7.38073085556116e-06,0.000164698106507241
"g1047.t1.exon1",29.5418514559647,5.6185378707512,1.25723711040107,4.4689564317417,7.86021372184628e-06,0.000174417703369684
"g2884.t1.exon1",270.841918785331,2.61350308260206,0.585541245975603,4.46339707162313,8.06703586882761e-06,0.000178012591505463
"g1884.t1.exon11",43.9003876864503,-2.30419352519209,0.517493122933957,-4.45260704553586,8.4833923337513e-06,0.000186165935633482
"g1105.t1.exon4",55.6348953499887,4.18448890461498,0.943659673534738,4.43431993754784,9.23633779966216e-06,0.000201575460111308
"g132.t1.exon1",7.55329535377973,5.33119434179926,1.21014327223468,4.40542410482896,1.05577112798331e-05,0.000228111132536792
"g2126.t1.exon1",496.884525400225,6.92535115784981,1.5720741749807,4.40523180653027,1.0567081668371e-05,0.000228111132536792
"g900.t1.exon1",238.332952802444,-2.70175985506346,0.614394989930978,-4.39743145588961,1.09539461302219e-05,0.000235184183941845
"g137.t1.exon1",5.39103504851926,6.33566037283656,1.44193739847889,4.39385258993912,1.11359340960361e-05,0.000237806076502448
"g2462.t1.exon2",61.7693981760418,-3.24816707011484,0.740237114500954,-4.38800893184701,1.1439307901964e-05,0.000242978240570058
"g266.t1.exon3",295.614466301106,5.01181217417132,1.14347086562642,4.38298195855278,1.17065810936793e-05,0.00024733266012816
"g2763.t1.exon3",9.91872931653847,-6.67891557499141,1.52553038961265,-4.37809408482992,1.19721669115625e-05,0.000251605539538234
"g2608.t1.exon5",5.34186131476774,6.32820549500047,1.44860240039048,4.36849027262046,1.25108388550744e-05,0.000261542378591345
"g786.t1.exon1",15.4759434823613,6.29644409089452,1.44396018471872,4.36053857823028,1.29742704117325e-05,0.000269810482070166
"g323.t2.exon10",13.2579798382846,3.90968055764131,0.898957173972774,4.34912882486181,1.36679408061367e-05,0.000282755525426953
"g153.t1.exon1",17.6541222859459,5.76083764007616,1.32526485020779,4.34693309731477,1.38054305921831e-05,0.000284120053430836
"g400.t1.exon2",14.6562579330013,3.9743340765045,0.915029086493976,4.34339643970505,1.40296628083718e-05,0.000287246498323983
"g541.t1.exon8",36.391024412534,4.06363989590779,0.937353839350593,4.33522510423931,1.45611038035774e-05,0.000296598483629792
"g2723.t1.exon3",24.2736800176149,-3.61834121296003,0.835878834772552,-4.32878673611183,1.49933033334212e-05,0.000303843881838516
"g534.t1.exon1",1161.48088246486,-3.30763221767825,0.767739014384515,-4.3082768437005,1.64531365134476e-05,0.000331735320971645
"g1784.t1.exon8",41.7912956078718,-4.82161965109205,1.11973669269742,-4.30602987518154,1.66210619162092e-05,0.000333428575410016
"g1421.t1.exon1",4.86877595751904,5.67347584093104,1.31877627632446,4.30207605549554,1.69205206956629e-05,0.000337730191975745
"g1520.t1.exon2",6.56521433448289,6.62312499024217,1.54553244383946,4.28533546263759,1.82463649388248e-05,0.000357459405718743
"g2704.t1.exon3",25.9117379661547,3.97847629658117,0.928427835903664,4.28517558686595,1.82594917077553e-05,0.000357459405718743
"g2825.t1.exon1",130.570662619961,1.86308277592584,0.434465529017112,4.28821771002334,1.80112513388373e-05,0.000357459405718743
"g901.t1.exon10",14.0252011063168,3.28614224490683,0.766883513781173,4.28506048944027,1.82689474725339e-05,0.000357459405718743
"g1884.t1.exon10",82.068165018436,-2.32016795454371,0.54176421899309,-4.28261570846432,1.84709024191513e-05,0.000359088750346244
"g2107.t1.exon4",95.152550678838,-6.91160863074643,1.61415705297334,-4.281868742583,1.85330296628852e-05,0.000359088750346244
"g1701.t1.exon5",7.05657395635448,5.15545072931092,1.20549173764574,4.27663713347323,1.89737696018945e-05,0.000365843751741384
"g1519.t1.exon5",7.90767905523671,-6.37343779931698,1.49175236463097,-4.27245027420731,1.93336676375276e-05,0.000370982260175167
"g2647.t1.exon4",10.5428466480935,5.59835298889844,1.31200604997923,4.26701766275169,1.98103480457605e-05,0.000378301454027696
"g2107.t1.exon1",16.0904390965714,-7.39353596002509,1.73384589161727,-4.26424055088809,2.00583261324885e-05,0.00038120416936959
"g2385.t1.exon17",4.52097712385433,6.08231427167016,1.42717650708058,4.26178138547984,2.02803787351275e-05,0.000383588877790126
"g947.t1.exon1",1772.23575916258,2.49039449197701,0.587208312684615,4.24107499533062,2.22451787411472e-05,0.000418757582748041
"g210.t1.exon3",18.4045101294287,4.71121519504427,1.11126276603092,4.23951502655959,2.24003199674626e-05,0.000419689013730007
