"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"tig00000722_pilon_70",814.759772705807,3.61608963645171,0.608995684609067,5.93779188890803,2.88886418150599e-09,1.41010066134959e-07
"tig00000739_pilon_26",156.419298780091,6.25052731746961,1.05398520211161,5.93037483348623,3.02243908197759e-09,1.45422497544293e-07
"tig00000709_pilon_36",46.6625746445472,3.43603017132935,0.580813848493026,5.91588885190056,3.30088071286645e-09,1.56582623111749e-07
"tig00000715_pilon_346",66.7828658928212,-6.62456288894998,1.12114312147314,-5.90875755474069,3.44697566268443e-09,1.61241861554461e-07
"tig00000715_pilon_89",1704.54173729164,2.68634829406401,0.456084979273592,5.8900170278411,3.86155827908495e-09,1.78160661424084e-07
"tig00000703_pilon_158",1126.80579925644,2.29379102287632,0.390120336756439,5.87970122744045,4.11007667342121e-09,1.84815856217639e-07
"tig00000734_pilon_38",240.658373449369,2.70911796783004,0.460775039672564,5.87948073262649,4.11555499296998e-09,1.84815856217639e-07
"tig00000715_pilon_90",409.856094952418,3.4674655747075,0.592417479879726,5.85307775761692,4.82558370118171e-09,2.1384955138921e-07
"tig00000516_pilon_2",178.69287852919,4.34931354245218,0.743442387303677,5.85023616722515,4.90875521921489e-09,2.14710228289815e-07
"tig00000713_pilon_2",2923.77740167483,7.45716702853428,1.28040817804033,5.82405451357511,5.74368274978019e-09,2.48009275657176e-07
"tig00000703_pilon_263",36.0039267782048,4.2192280150448,0.727072518057374,5.80303602495929,6.51247922419803e-09,2.77645949710113e-07
"tig00000703_pilon_237",18.0735220821417,6.22757064087022,1.07511267259149,5.79248184830625,6.93538236814861e-09,2.91979597699057e-07
"tig00000743_pilon_81",123.490602619883,-3.23947502566438,0.561654002019621,-5.76774137461093,8.03409702888503e-09,3.34059738188701e-07
"tig00000679_pilon_1",16.664622050147,6.99584131769465,1.21827682118994,5.74240697681627,9.33401572757786e-09,3.83377621591247e-07
"tig00000703_pilon_627",267.597084718991,-3.38648539148985,0.590416701931613,-5.73575473121034,9.70790636034102e-09,3.93930465320826e-07
"tig00000714_pilon_32",55.0797224330931,-3.17995277941927,0.556750033649446,-5.71163464252525,1.11896115535555e-08,4.48650139433033e-07
"tig00000715_pilon_193",919.735694881038,-4.50106184554655,0.791659986278359,-5.68559978218213,1.30354346042025e-08,5.16509926434754e-07
"tig00000069_pilon_109",265.576627324386,3.56374094736672,0.628731686581851,5.66814274423049,1.44353683350113e-08,5.63953681852004e-07
"tig00000749_pilon_49",20.7577186906832,6.43487099407108,1.13558308234553,5.66657877711595,1.45676871499775e-08,5.63953681852004e-07
"tig00000119_pilon_99",109.385485526636,6.22742889663978,1.10313376794819,5.64521645296266,1.64973557301537e-08,6.31398796581335e-07
"tig00000080_pilon_3",61.5874166636929,-9.24878820462936,1.63892100969289,-5.64321779385965,1.66900996869442e-08,6.31598379164362e-07
"tig00000230_pilon_3",27.4517953628307,-8.07715005986008,1.44278095604987,-5.59832040060618,2.16438467250542e-08,8.09960841888696e-07
"tig00000028_pilon_13",58.2058683972539,3.13762716777508,0.564242919012938,5.56077367043242,2.68581323702458e-08,9.94046042010857e-07
"tig00000724_pilon_57",36.4464624639263,9.11193569462245,1.64294887445786,5.54608596547424,2.92135234819222e-08,1.06946899007733e-06
"tig00000709_pilon_224",1266.50541751628,-4.92308828006186,0.889353685267052,-5.53557978295617,3.10200486886496e-08,1.123392731004e-06
"tig00000069_pilon_51",2241.56105897036,-2.48078711491843,0.449423835997562,-5.51992777466277,3.39139027476074e-08,1.21512791972278e-06
"tig00000787_pilon_0",100.382831071262,3.55590186557761,0.646036430464774,5.5041816496624,3.70886990076681e-08,1.31489198166133e-06
"tig00000699_pilon_301",151.550061336199,-2.48241757091639,0.4537610747978,-5.47075919198793,4.48111826003531e-08,1.57212565622906e-06
"tig00000704_pilon_10",11.4070318077976,6.93935626089853,1.27215966012621,5.45478407970435,4.90323888531342e-08,1.702485419148e-06
"tig00000781_pilon_14",11.8932710066459,7.00204572194603,1.28610493656125,5.44438134314909,5.19857433412431e-08,1.78661207727864e-06
"tig00000743_pilon_35",1378.05715294802,-2.57666815530802,0.473500961458745,-5.44173795839804,5.27632512659603e-08,1.79501646731065e-06
"tig00000703_pilon_357",34.1365533263503,-5.87833937479285,1.09019740578379,-5.3919953795585,6.96795601189629e-08,2.34680758480667e-06
"tig00000017_pilon_9",10.0983208141838,7.2602022262366,1.34926236624971,5.38086765616713,7.41276781109271e-08,2.44766686154512e-06
"tig00000714_pilon_23",92.196062302136,3.50251418298023,0.650892204349567,5.38109714569445,7.40332261964961e-08,2.44766686154512e-06
"tig00000139_pilon_24",264.08632505285,2.86433781149546,0.534993901530581,5.35396348126732,8.60482338525872e-08,2.79851055883588e-06
"tig00000703_pilon_678",46.7896441646017,3.84619415488373,0.718485768784117,5.35319462401126,8.64148153559772e-08,2.79851055883588e-06
"tig00000749_pilon_103",11.3957098885417,6.44273580989536,1.2147506228082,5.30375180627721,1.13446531915953e-07,3.63893256659932e-06
"tig00000703_pilon_619",33.4307597429348,-3.92911699360878,0.741103178418946,-5.30171386120767,1.14720553025568e-07,3.6450832319822e-06
"tig00000709_pilon_263",104.702659816647,7.37184780288624,1.39484630664661,5.28506099041774,1.25662883486335e-07,3.95544478113998e-06
"tig00000706_pilon_61",298.407734510319,4.24468357899351,0.807027432156764,5.25965216281394,1.44328155172143e-07,4.50090024647941e-06
"tig00000158_pilon_5",14.4696165751945,7.77720060435036,1.4801639413941,5.25428324988471,1.48602034476993e-07,4.59166653319736e-06
"tig00000019_pilon_93",176.622209446408,4.68677810376342,0.894354986398542,5.24040026056823,1.60228672405435e-07,4.77566520939384e-06
"tig00000703_pilon_332",109.04625186327,3.86956258466635,0.737973710617206,5.24349652161732,1.57561780844279e-07,4.77566520939384e-06
"tig00000709_pilon_44",127.955178085038,2.93695760495996,0.560414598467011,5.24068718586896,1.59979712479301e-07,4.77566520939384e-06
"tig00000743_pilon_32",45.9190009197231,5.12816784255978,0.978567828121804,5.24048277001138,1.60157042094285e-07,4.77566520939384e-06
"tig00000529_pilon_7",12.3646252640944,6.57885009383071,1.25770838553218,5.23082311409332,1.68756929002759e-07,4.9857310252745e-06
"tig00000720_pilon_3",36.3596037557945,5.36753484872914,1.02766270118283,5.2230511456251,1.75998752533622e-07,5.15446781333251e-06
"tig00000019_pilon_0",356.672916700559,-2.88195102583026,0.5520835246208,-5.22013589847613,1.78791884829334e-07,5.19112989745859e-06
"tig00000143_pilon_28",230.742560033982,4.62746593417907,0.890062584263932,5.19903433308109,2.00326525031734e-07,5.76666441287931e-06
"tig00000703_pilon_638",25.6415684353446,-5.47008790754577,1.05780215072148,-5.17118244070016,2.32617317273109e-07,6.63945020826975e-06
"tig00000743_pilon_79",169.197651971246,-3.45450606026137,0.668763059578689,-5.16551566475226,2.3977694497408e-07,6.78629202245968e-06
"tig00000715_pilon_262",125.147490899961,3.97147926043665,0.770590246242734,5.15381459835613,2.55240302841688e-07,7.1637444997567e-06
"tig00000529_pilon_0",61.1815199617912,5.78492782610205,1.12874553920901,5.12509474026888,2.97388170607017e-07,8.27771370747464e-06
"tig00000019_pilon_203",493.769908468355,2.55324930573085,0.499576923628497,5.11082314848781,3.20758145998355e-07,8.8550281616595e-06
"tig00000704_pilon_8",83.389485367535,3.27013112833018,0.640990663015809,5.10168293707193,3.36646397429859e-07,9.21808997190054e-06
"tig00000529_pilon_10",8.62321732304578,7.03301552531824,1.37979809908259,5.09713379804943,3.44834612264724e-07,9.36615301699669e-06
"tig00000525_pilon_0",21.754220367004,5.46684959766775,1.07483492851421,5.08622250043995,3.65265510822506e-07,9.84171392360159e-06
"tig00000142_pilon_0",11.4727144267546,7.44202108027572,1.46791970602677,5.06977394589182,3.98288475835345e-07,1.06463141794718e-05
"tig00000232_pilon_2",21.7859025395789,4.14442518943158,0.820670836913294,5.0500456492637,4.41704498003796e-07,1.17138641675337e-05
"tig00000001_pilon_358",40.1015588215796,-4.39407024278322,0.874770301819296,-5.02311319170837,5.08405605252164e-07,1.33774224881976e-05
"tig00000042_pilon_77",420.790419842863,-6.48050363942234,1.29979668044293,-4.98578257425155,6.17115128628815e-07,1.61119670792392e-05
"tig00000160_pilon_17",90.8723398402406,-2.62043124515087,0.527968028469414,-4.9632384990196,6.9327363250057e-07,1.79131994002853e-05
"tig00000770_pilon_49",46.4053353928985,5.52426914111945,1.11325457926731,4.96226940719637,6.96742613253378e-07,1.79131994002853e-05
"tig00000152_pilon_33",26.2303624185555,4.52487577172595,0.913551342625544,4.95306126826049,7.30549599118552e-07,1.8640083710843e-05
"tig00000115_pilon_28",58.4631678889578,-5.4136999517985,1.09765520452321,-4.93205874621626,8.13674356750213e-07,2.04511584592143e-05
"tig00000753_pilon_2",16.4258154080635,6.4305335221019,1.30369731669079,4.93253567356011,8.1168949269766e-07,2.04511584592143e-05
"tig00000744_pilon_29",45.4257594175894,5.35201125284574,1.08907359645249,4.91427876892729,8.91098829171553e-07,2.22312656048133e-05
"tig00000714_pilon_25",276.07393263748,2.42997799817123,0.49741644262754,4.88519837690764,1.03324769023079e-06,2.55880751521861e-05
"tig00000699_pilon_165",78.3093131757781,4.68751418633956,0.960357603190565,4.8810090853307,1.05544378875058e-06,2.57589469602316e-05
"tig00000703_pilon_528",117.364198871522,2.25414188746835,0.461689921682258,4.88237187256534,1.0481734561105e-06,2.57589469602316e-05
"tig00000075_pilon_126",58.6643915317035,4.64235024589391,0.951751329683704,4.87769241933889,1.07334123143989e-06,2.60072896941695e-05
"tig00000143_pilon_29",156.671833700711,3.90768121530413,0.801655168184747,4.87451633868039,1.09075358206216e-06,2.62404147456098e-05
"tig00000143_pilon_36",38.8164314793659,4.27112636390671,0.878623216843049,4.86115809601884,1.16701003030218e-06,2.7875814057147e-05
"tig00000017_pilon_7",7.97129277577933,6.91862208524685,1.4259726796844,4.8518615986234,1.22307965922575e-06,2.88065195263799e-05
"tig00000770_pilon_21",136.25543015647,2.73475527406355,0.563600815401734,4.85229119499095,1.22043249885516e-06,2.88065195263799e-05
"tig00000743_pilon_59",33.1550529508229,5.71094396775332,1.17749379995949,4.85008410910512,1.23409132617911e-06,2.88640249067446e-05
"tig00000704_pilon_4",66.7460657663221,-3.68772387998065,0.761442966748133,-4.84307300877658,1.27846285657648e-06,2.96956062134455e-05
"tig00000770_pilon_32",59.8558144006232,5.62877202410842,1.17174749096195,4.80374147802736,1.55727873266059e-06,3.59240737780882e-05
"tig00000019_pilon_204",435.554088921713,1.91231029056869,0.400555307750323,4.77414792306457,1.8046970154857e-06,4.13484323003798e-05
"tig00000778_pilon_39",7.72530471604212,6.87131066416196,1.44070418892127,4.76941117892277,1.84765186381796e-06,4.20465640360737e-05
"tig00000738_pilon_39",200.650526119474,-2.92063954239471,0.613358083425288,-4.76172014573355,1.91949749474523e-06,4.33883729013552e-05
"tig00000703_pilon_239",7.23273683001421,6.77893016773925,1.42470850157802,4.75811729924463,1.95406942264978e-06,4.38753721032298e-05
"tig00000715_pilon_45",15.3526141624603,4.05088974343208,0.857289828268729,4.72522781660985,2.29857520134992e-06,5.1268882636732e-05
"tig00000781_pilon_4",2081.58412877882,-3.37953678941305,0.715751033188326,-4.72166526167464,2.33921447120173e-06,5.18320680197857e-05
"tig00000749_pilon_34",256.1597608588,-2.22526230668842,0.472751557276448,-4.70704384245352,2.51334868865141e-06,5.53265253815552e-05
"tig00000724_pilon_58",17.5175565302124,7.56405854360251,1.60958524418594,4.69938362750592,2.60947866235683e-06,5.70696372390766e-05
"tig00000709_pilon_265",65.5187195964327,-4.77290400111803,1.02119417013297,-4.67384571975821,2.95611429962049e-06,6.42335029749793e-05
"tig00000738_pilon_41",132.653602290765,-3.33354743597237,0.717069308903749,-4.64884969218481,3.33791336043334e-06,7.20646935765353e-05
"tig00000119_pilon_33",75.4826424546238,6.65338927888866,1.43324097558268,4.64219861993811,3.44721242963153e-06,7.395039148407e-05
"tig00000713_pilon_5",11.6340482217665,4.58712921191932,0.989792372919365,4.63443580433916,3.57912278106389e-06,7.62942121938176e-05
"tig00000753_pilon_16",9.86158996693425,6.22456348056688,1.34828866909527,4.61664005879669,3.90002842948625e-06,8.26119229591804e-05
"tig00000045_pilon_175",90.4617629851953,3.75079093778485,0.813041542664103,4.61328325917343,3.96357551944812e-06,8.34332646843829e-05
"tig00000715_pilon_327",362.850169353864,2.5326602518646,0.549734901919857,4.60705740716063,4.08407277387875e-06,8.54357584001468e-05
"tig00000158_pilon_6",11.0833341776244,6.00652435937751,1.30879005659122,4.58937193870626,4.44581646551493e-06,9.24290731842858e-05
"tig00000001_pilon_254",160.246541616274,-3.36235839755854,0.733899740653306,-4.58149555219276,4.6166242552571e-06,9.53913527098521e-05
"tig00000767_pilon_0",7.47044671063198,6.82820853982537,1.49986795907125,4.55253977427022,5.30021362633913e-06,0.000108848289594574
"tig00000160_pilon_18",146.518157970309,-2.38301107886526,0.523662147211487,-4.55066514078752,5.34765965333234e-06,0.00010915707704499
"tig00000703_pilon_461",128.23660655912,-2.54931288766412,0.560731612520355,-4.54640478749819,5.45700388824292e-06,0.000110718006600013
"tig00000704_pilon_6",643.905026392415,3.24110070852152,0.714780513615226,4.53439992666929,5.77674826160081e-06,0.000116503521826776
"tig00000703_pilon_112",564.532737482145,-1.91653342339306,0.422933693256111,-4.53152220774353,5.85601795448623e-06,0.000116756308952775
"tig00000739_pilon_126",115.292717965662,5.972167565801,1.31794366829601,4.5314285499945,5.85861526514817e-06,0.000116756308952775
"tig00000173_pilon_9",45.022019343838,-7.8317263045346,1.730315242537,-4.5261846581503,6.00581065276308e-06,0.000118985707520624
"tig00000042_pilon_6",281.806022389684,2.6976712246109,0.600761821637757,4.49041721269286,7.10837999162266e-06,0.000140005987203422
"tig00000778_pilon_38",6.54276216202963,6.63367488417822,1.47831697462137,4.48731564208497,7.21261776900278e-06,0.000141233120034892
"tig00000715_pilon_35",809.731026490794,2.44290518249243,0.545935511033173,4.47471383180273,7.65137198712876e-06,0.000148958502038437
"tig00000729_pilon_0",558.960677177988,7.09030447713321,1.58559260601278,4.47170631992468,7.75979445075744e-06,0.000150201078793972
"tig00000001_pilon_238",153.253971275614,-7.21250242984437,1.61543790243128,-4.46473517737163,8.0167847692503e-06,0.000154288749159057
"tig00000066_pilon_3",312.384985418402,-3.79113248407939,0.85254179963499,-4.44685819006474,8.71353184495719e-06,0.000166745313942135
"tig00000703_pilon_549",32.4775181924367,-3.10287245170996,0.69797716457085,-4.44552144283654,8.76789343733664e-06,0.000166837655914971
"tig00000699_pilon_10",255.061245822625,1.96275597940988,0.441713171328692,4.44350792960471,8.85038929221204e-06,0.00016746129851781
"tig00000703_pilon_86",1818.02579154376,2.57039527476384,0.578686758827911,4.44177309321885,8.92206180464916e-06,0.000167874324905354
"tig00000699_pilon_168",20.0523329651693,4.82681287734861,1.0887587933068,4.43331700926016,9.2794269342838e-06,0.000173628388414821
"tig00000709_pilon_253",31.2119022910531,5.73661020593045,1.2952262761391,4.42904094181177,9.46530550464824e-06,0.000176127894694228
"tig00000075_pilon_48",120.124636643193,5.56474585004421,1.25823221762701,4.42266997465633,9.74885981081029e-06,0.000180407471663786
"tig00000119_pilon_87",18.7085289780303,3.97162699187201,0.901272400180245,4.40668880027584,1.04962820952818e-05,0.000193177475939395
"tig00000115_pilon_35",147.28306775918,5.651830481039,1.28401836165159,4.40167418927658,1.07418778749157e-05,0.000196623068927805
"tig00000703_pilon_533",57.1446794365122,3.33679368123957,0.763246398444083,4.3718433366234,1.23201919049148e-05,0.000224294088301368
"tig00000019_pilon_92",305.817703507839,5.04887083541704,1.15823559102508,4.35910524123043,1.30595301632248e-05,0.000236475793493231
"tig00000778_pilon_41",6.1876599302239,6.55368991293396,1.50389383531606,4.35781420139715,1.31367829391907e-05,0.000236602593257724
"tig00000703_pilon_137",140.078158338903,5.66310639299774,1.30239692559605,4.34821848984784,1.37247839683169e-05,0.000245878044708997
"tig00000152_pilon_34",62.0372561942716,4.50742211073971,1.04321138846215,4.32071789149495,1.55522400419146e-05,0.000277142563286605
"tig00000703_pilon_192",233.888398819709,-2.59013732013874,0.602212897608811,-4.30103262554376,1.7000402527789e-05,0.000301354503755755
"tig00000699_pilon_203",15.9399453858368,4.62460349159241,1.07573233775282,4.29902804749096,1.71548764474594e-05,0.000302500648560436
"tig00000703_pilon_294",16.3052700863024,6.39570785400882,1.49410796547709,4.28061960834708,1.8637368660126e-05,0.00032693050857971
"tig00000739_pilon_115",41.8947703976732,4.33640891480685,1.01382635527059,4.27726986210521,1.89199391012797e-05,0.000330167641933213
"tig00000770_pilon_39",22.0379196806873,4.24572517622223,0.994426843076511,4.26951988050424,1.95894189131041e-05,0.000340088468553272
"tig00000724_pilon_1",2299.05500621041,-1.91714940911867,0.449670877049641,-4.26345024097931,2.01294341967213e-05,0.000347671458331063
"tig00000165_pilon_0",335.090806912076,-2.30345602592745,0.540437241795463,-4.26220816736244,2.02416749505246e-05,0.000347826332823301
"tig00000167_pilon_5",9.24296045817789,7.13389654231332,1.67754764879727,4.25257461236824,2.11326772594219e-05,0.000361293690404736
"tig00000769_pilon_25",130.885638955239,-2.78565570118281,0.657720071175822,-4.23532110887665,2.2822533419339e-05,0.000388213598769362
"tig00000193_pilon_7",5.9571286803245,6.49758138328417,1.53734958926803,4.22648266122596,2.37372553242874e-05,0.000401744100161808
"tig00000001_pilon_211",3178.67663781445,5.18246106639098,1.22769652697831,4.22128836606422,2.42909949911647e-05,0.000409060355651214
"tig00000132_pilon_2",9.64045309662024,-6.5705540841007,1.55733700093311,-4.21909585411753,2.45283981394008e-05,0.000411003208624388
"tig00000171_pilon_0",59.8907100801986,2.78512657645093,0.662359890598292,4.20485391096855,2.61250846502816e-05,0.000433444754197776
"tig00000738_pilon_40",62.4254151213358,-2.38491038409051,0.567163444764082,-4.20497901637955,2.61106380462196e-05,0.000433444754197776
"tig00000699_pilon_458",45.1220338461366,5.02041587414798,1.19523808028983,4.20034799504596,2.66505042066527e-05,0.000437848283746372
"tig00000749_pilon_61",16.3846770668672,3.37596257027487,0.803659688075036,4.2007364813347,2.66048112410759e-05,0.000437848283746372
"tig00000115_pilon_21",55.2621399915782,4.55833540311026,1.08584754186519,4.19795157916948,2.6934020035234e-05,0.000440358152809068
"tig00000017_pilon_3",55.6765515928713,-4.49492707036297,1.07972482938792,-4.16303019808396,3.14051814230418e-05,0.000508522360734639
"tig00000139_pilon_66",99.4289709619382,-5.86599402082374,1.4089244816087,-4.16345524362385,3.1346749323485e-05,0.000508522360734639
